Department,Category,MatrixLookupCode,Description,ExtendedDescription,ItemLookupCode,Dimension1,Dimension1code,Dimension2,Dimension2Code,Dimension3,Dimension3Code,SubDescription1,SubDescription2,SubDescription3,BarCode,Quantity,Price,PriceA,PriceB,PriceC,Cost,SupplierCode,Supplier,SupplierCost,ParentItem,ItemType,LastCost,MinimumOrder,Notes,Picture Name,ReorderNumber,ReorderPoint,RestockLevel,ReplacementCost,SaleStartDate,SaleEndDate,SalePrice,SalesTax,UnitofMeasure,WebItem,Weight,Inactive,POSStyleCode,POSSKU,TanneryProduct-id,Styleid,ShopifyProduct-id_Curated,ShopifyProduct-id_Cncpts,Company_model_Number,Company_sku_Number,ALU,brandid
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Jav XL ,Rho LT Zip Neck Mens Java XL  ,806955571585,Java,,XL  ,,MALE,,11270,Java,XL  ,806955571585,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CD9EA81D-35F7-4C87-B91F-AAA2098C08D8,,57824,,,11270,,,
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Jav XXL ,Rho LT Zip Neck Mens Java XXL  ,806955571592,Java,,XXL  ,,MALE,,11270,Java,XXL  ,806955571592,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A63C974F-7600-4D29-9E80-61AE9A22B8A8,,57824,,,11270,,,
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Roo L ,Rho LT Zip Neck Mens Rooibos L  ,806955571608,Rooibos,,L  ,,MALE,,11270,Rooibos,L  ,806955571608,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,17D4DD52-7984-43BE-900A-00214C9DDFF8,,57826,,,11270,,,
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Roo M ,Rho LT Zip Neck Mens Rooibos M  ,806955571615,Rooibos,,M  ,,MALE,,11270,Rooibos,M  ,806955571615,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,7FABE6E4-37F3-4E39-AC38-5EB1F0B5CD5C,,57826,,,11270,,,
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Roo S ,Rho LT Zip Neck Mens Rooibos S  ,806955571622,Rooibos,,S  ,,MALE,,11270,Rooibos,S  ,806955571622,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,088F831D-1DDE-4345-8553-79F0A908707C,,57826,,,11270,,,
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Roo XL ,Rho LT Zip Neck Mens Rooibos XL  ,806955571639,Rooibos,,XL  ,,MALE,,11270,Rooibos,XL  ,806955571639,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9CFC12B3-0747-4DFA-858A-E1FB65DB59E0,,57826,,,11270,,,
Outerwear,Zip Neck,41-11270,Rho LT Z NCK M Roo XXL ,Rho LT Zip Neck Mens Rooibos XXL  ,806955571646,Rooibos,,XXL  ,,MALE,,11270,Rooibos,XXL  ,806955571646,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C7AB00DA-FAD7-4E58-BC80-D2AC4D8FAB0D,,57826,,,11270,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Bla L ,Rho LT Zip Neck Womens Black L  ,806955571653,Black,,L  ,,FEMALE,,11271,Black,L  ,806955571653,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,961E1AA4-6622-4712-8138-066AB7A4B6C7,,57827,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Bla M ,Rho LT Zip Neck Womens Black M  ,806955571660,Black,,M  ,,FEMALE,,11271,Black,M  ,806955571660,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9A7F2E97-498D-4F81-B2B0-26C9D81AC009,,57827,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Bla S ,Rho LT Zip Neck Womens Black S  ,806955571677,Black,,S  ,,FEMALE,,11271,Black,S  ,806955571677,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,3CCDF21A-1F76-4538-A3AD-9A44CD81952C,,57827,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Bla XL ,Rho LT Zip Neck Womens Black XL  ,806955571684,Black,,XL  ,,FEMALE,,11271,Black,XL  ,806955571684,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A388342C-5AAD-4E85-92BE-FB7039BECFEB,,57827,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Bla XS ,Rho LT Zip Neck Womens Black XS  ,806955571691,Black,,XS  ,,FEMALE,,11271,Black,XS  ,806955571691,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,31D660BA-1B70-48CF-B3FA-27CE5DC77E70,,57827,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Hos L ,Rho LT Zip Neck Womens Hosta L  ,806955571707,Hosta,,L  ,,FEMALE,,11271,Hosta,L  ,806955571707,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5278832D-2E34-49BA-B5BC-8F258F43506B,,57829,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Hos M ,Rho LT Zip Neck Womens Hosta M  ,806955571714,Hosta,,M  ,,FEMALE,,11271,Hosta,M  ,806955571714,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2EF45207-AD56-4D0B-A9A2-D728F29A6DAB,,57829,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Hos S ,Rho LT Zip Neck Womens Hosta S  ,806955571721,Hosta,,S  ,,FEMALE,,11271,Hosta,S  ,806955571721,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C2500E0E-9E6E-4522-8B5C-F067F816E8B7,,57829,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Hos XL ,Rho LT Zip Neck Womens Hosta XL  ,806955571738,Hosta,,XL  ,,FEMALE,,11271,Hosta,XL  ,806955571738,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,7A287680-DAFE-4E52-9D75-BC2BF01849EE,,57829,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Hos XS ,Rho LT Zip Neck Womens Hosta XS  ,806955571745,Hosta,,XS  ,,FEMALE,,11271,Hosta,XS  ,806955571745,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,0EA341B4-9DAB-4251-BA6D-1057BD694851,,57829,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Lan L ,Rho LT Zip Neck Womens Lantern L  ,806955571752,Lantern,,L  ,,FEMALE,,11271,Lantern,L  ,806955571752,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,D2F26D34-C64A-4CFE-9B8E-7BBF4914A467,,57828,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Lan M ,Rho LT Zip Neck Womens Lantern M  ,806955571769,Lantern,,M  ,,FEMALE,,11271,Lantern,M  ,806955571769,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,01DCEEF3-7F08-40D7-A2B8-214D7ADA8E12,,57828,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Lan S ,Rho LT Zip Neck Womens Lantern S  ,806955571776,Lantern,,S  ,,FEMALE,,11271,Lantern,S  ,806955571776,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,7E0F58B9-6709-4E35-B070-EBFFD2ABAE3D,,57828,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Lan XL ,Rho LT Zip Neck Womens Lantern XL  ,806955571783,Lantern,,XL  ,,FEMALE,,11271,Lantern,XL  ,806955571783,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,62AE6B98-D7DB-4DDF-9F38-8786D2948900,,57828,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Lan XS ,Rho LT Zip Neck Womens Lantern XS  ,806955571790,Lantern,,XS  ,,FEMALE,,11271,Lantern,XS  ,806955571790,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B25DE745-41CC-4357-B80C-B591908EC235,,57828,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Pin L ,Rho LT Zip Neck Womens Pine Frost L  ,806955571806,Pine Frost,,L  ,,FEMALE,,11271,Pine Frost,L  ,806955571806,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,DF303F50-AB2F-4D21-947C-B31284F52A76,,57830,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Pin M ,Rho LT Zip Neck Womens Pine Frost M  ,806955571813,Pine Frost,,M  ,,FEMALE,,11271,Pine Frost,M  ,806955571813,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,897855D7-C1F4-49A4-9A51-EA9EA52C551B,,57830,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Pin S ,Rho LT Zip Neck Womens Pine Frost S  ,806955571820,Pine Frost,,S  ,,FEMALE,,11271,Pine Frost,S  ,806955571820,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,1907D9DD-08B9-4FDC-BD12-D5276322305C,,57830,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Pin XL ,Rho LT Zip Neck Womens Pine Frost XL  ,806955571837,Pine Frost,,XL  ,,FEMALE,,11271,Pine Frost,XL  ,806955571837,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,594A4635-85CA-45F9-8E53-AEE5009FF1D9,,57830,,,11271,,,
Outerwear,Zip Neck,41-11271,Rho LT Z NCK W Pin XS ,Rho LT Zip Neck Womens Pine Frost XS  ,806955571844,Pine Frost,,XS  ,,FEMALE,,11271,Pine Frost,XS  ,806955571844,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5EAE7900-65D1-4F2F-9702-43896F1D9DE7,,57830,,,11271,,,
Outerwear,Zip Neck,,Rho LT Zip Neck Mens,,41-11270,color,,size,,genre,,,,,UPCA,,119,,,,59.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,5A2A7AF4-4713-4467-BC18-6C8077C79D6D,,29276,,,,11270,,,41
Outerwear,Zip Neck,,Rho LT Zip Neck Womens,,41-11271,color,,size,,genre,,,,,UPCA,,119,,,,59.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,D3DB960A-BB03-4C3A-8C44-B41BDAB01E3B,,29277,,,,11271,,,41
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Bla L ,Delta AR Zip Neck Mens Black L  ,806955401493,Black,,L  ,,MALE,,7333,Black,L  ,806955401493,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,AD26D099-342D-4A6E-BA91-86463E6C336E,,49176,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Bla M ,Delta AR Zip Neck Mens Black M  ,806955401509,Black,,M  ,,MALE,,7333,Black,M  ,806955401509,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,1F844980-E38A-4E93-A9EF-8B6CD48A5693,,49176,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Bla S ,Delta AR Zip Neck Mens Black S  ,806955401516,Black,,S  ,,MALE,,7333,Black,S  ,806955401516,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A71AE078-7707-40F4-ADF4-E802A3D9F995,,49176,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Bla XL ,Delta AR Zip Neck Mens Black XL  ,806955401523,Black,,XL  ,,MALE,,7333,Black,XL  ,806955401523,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A73DB5F2-8987-4A99-96A1-E6D44899DDBC,,49176,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Bla XXL ,Delta AR Zip Neck Mens Black XXL  ,806955401530,Black,,XXL  ,,MALE,,7333,Black,XXL  ,806955401530,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A529BDF9-1754-4E15-82BD-741ACA0CC573,,49176,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Blu L ,Delta AR Zip Neck Mens Blue Moon L  ,806955577396,Blue Moon,,L  ,,MALE,,7333,Blue Moon,L  ,806955577396,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,3EE63954-8852-4FCD-99C0-3E4BB991A0C3,,57508,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Blu M ,Delta AR Zip Neck Mens Blue Moon M  ,806955577402,Blue Moon,,M  ,,MALE,,7333,Blue Moon,M  ,806955577402,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,4D76089F-BD98-49B4-973C-5026DBBF74BB,,57508,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Blu S ,Delta AR Zip Neck Mens Blue Moon S  ,806955577419,Blue Moon,,S  ,,MALE,,7333,Blue Moon,S  ,806955577419,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B5F683C3-5E6E-4F13-8A1C-5FD18FDD8E19,,57508,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Blu XL ,Delta AR Zip Neck Mens Blue Moon XL  ,806955577426,Blue Moon,,XL  ,,MALE,,7333,Blue Moon,XL  ,806955577426,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,892265A2-7B74-4EBD-953D-1EAAB0B5CCDD,,57508,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Blu XXL ,Delta AR Zip Neck Mens Blue Moon XXL  ,806955577433,Blue Moon,,XXL  ,,MALE,,7333,Blue Moon,XXL  ,806955577433,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A18BBEF4-FFBB-48C0-93C6-DA6DFF49473A,,57508,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Chi L ,Delta AR Zip Neck Mens Chili Pepper L  ,806955577440,Chili Pepper,,L  ,,MALE,,7333,Chili Pepper,L  ,806955577440,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E4F60564-1BB2-4290-AC7B-792ED4965E5B,,57507,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Chi M ,Delta AR Zip Neck Mens Chili Pepper M  ,806955577457,Chili Pepper,,M  ,,MALE,,7333,Chili Pepper,M  ,806955577457,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,1B249D4B-0139-41A2-BBDA-CE2ED2AF33FF,,57507,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Chi S ,Delta AR Zip Neck Mens Chili Pepper S  ,806955577464,Chili Pepper,,S  ,,MALE,,7333,Chili Pepper,S  ,806955577464,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,0424752C-23B9-45C0-AF95-9028AB27936E,,57507,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Chi XL ,Delta AR Zip Neck Mens Chili Pepper XL  ,806955577471,Chili Pepper,,XL  ,,MALE,,7333,Chili Pepper,XL  ,806955577471,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,6F8807E5-0781-4274-89BA-F6BF2AE3AEFF,,57507,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Chi XXL ,Delta AR Zip Neck Mens Chili Pepper XXL  ,806955577488,Chili Pepper,,XXL  ,,MALE,,7333,Chili Pepper,XXL  ,806955577488,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,6A9C8429-29C3-465C-B41D-7324FEF3394A,,57507,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Tun L ,Delta AR Zip Neck Mens Tungsten L  ,806955493474,Tungsten,,L  ,,MALE,,7333,Tungsten,L  ,806955493474,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,4503064A-F8E1-4E56-8965-6BC7B67BDC7F,,53301,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Tun M ,Delta AR Zip Neck Mens Tungsten M  ,806955493481,Tungsten,,M  ,,MALE,,7333,Tungsten,M  ,806955493481,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,8D9D2844-03F4-4ED0-8A40-3E420438C445,,53301,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Tun S ,Delta AR Zip Neck Mens Tungsten S  ,806955493498,Tungsten,,S  ,,MALE,,7333,Tungsten,S  ,806955493498,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,4D295D9A-E6C0-4CFC-BC38-9C65F33A5EEC,,53301,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Tun XL ,Delta AR Zip Neck Mens Tungsten XL  ,806955493504,Tungsten,,XL  ,,MALE,,7333,Tungsten,XL  ,806955493504,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,AC91AF6F-68D9-428D-B356-6F1621D23DED,,53301,,,7333,,,
Outerwear,Zip Neck,41-7333,Delta AR Z NCK M Tun XXL ,Delta AR Zip Neck Mens Tungsten XXL  ,806955493511,Tungsten,,XXL  ,,MALE,,7333,Tungsten,XXL  ,806955493511,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5705ABD4-9628-49FB-9C72-E34FE75AB6B2,,53301,,,7333,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Cal L ,Delta AR Zip Neck Womens Calypso L  ,806955577495,Calypso,,L  ,,FEMALE,,7334,Calypso,L  ,806955577495,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5FF529A2-2B24-486C-9352-5D60029ED94A,,57509,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Cal M ,Delta AR Zip Neck Womens Calypso M  ,806955577501,Calypso,,M  ,,FEMALE,,7334,Calypso,M  ,806955577501,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A0158311-6B67-461E-B3FF-F183FD018573,,57509,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Cal S ,Delta AR Zip Neck Womens Calypso S  ,806955577518,Calypso,,S  ,,FEMALE,,7334,Calypso,S  ,806955577518,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C5325473-1459-4A0C-807C-80FCBB10B9CF,,57509,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Cal XL ,Delta AR Zip Neck Womens Calypso XL  ,806955577525,Calypso,,XL  ,,FEMALE,,7334,Calypso,XL  ,806955577525,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F1FD0CAF-A846-41B6-8A4D-B4D1EEC89E22,,57509,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Cal XS ,Delta AR Zip Neck Womens Calypso XS  ,806955577532,Calypso,,XS  ,,FEMALE,,7334,Calypso,XS  ,806955577532,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,48F494FC-AADE-4A18-913F-7F156CFE960C,,57509,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Rak L ,Delta AR Zip Neck Womens Raku L  ,806955577549,Raku,,L  ,,FEMALE,,7334,Raku,L  ,806955577549,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,09170E62-0F75-40A6-B0EA-2D491E15BF29,,57511,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Rak M ,Delta AR Zip Neck Womens Raku M  ,806955577556,Raku,,M  ,,FEMALE,,7334,Raku,M  ,806955577556,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,56E3C7D5-B942-4742-947C-B82D957C1184,,57511,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Rak S ,Delta AR Zip Neck Womens Raku S  ,806955577563,Raku,,S  ,,FEMALE,,7334,Raku,S  ,806955577563,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,68405CB2-4994-492D-9FC0-14EC9991F765,,57511,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Rak XL ,Delta AR Zip Neck Womens Raku XL  ,806955577570,Raku,,XL  ,,FEMALE,,7334,Raku,XL  ,806955577570,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,3277132E-F526-435B-A448-1C17FD439EC2,,57511,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Rak XS ,Delta AR Zip Neck Womens Raku XS  ,806955577587,Raku,,XS  ,,FEMALE,,7334,Raku,XS  ,806955577587,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,24D2FE1B-944C-489D-A06E-15DD26391DF4,,57511,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Sta L ,Delta AR Zip Neck Womens Stargazer Lily L  ,806955577594,Stargazer Lily,,L  ,,FEMALE,,7334,Stargazer Lily,L  ,806955577594,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B171749E-FC2C-428D-8110-DCC9A8FF7D97,,57510,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Sta M ,Delta AR Zip Neck Womens Stargazer Lily M  ,806955577600,Stargazer Lily,,M  ,,FEMALE,,7334,Stargazer Lily,M  ,806955577600,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B7C9C859-669F-443C-8810-C0EC01364A59,,57510,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Sta S ,Delta AR Zip Neck Womens Stargazer Lily S  ,806955577617,Stargazer Lily,,S  ,,FEMALE,,7334,Stargazer Lily,S  ,806955577617,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,EEAEA81A-6EC8-4AEF-91E3-2E831A209374,,57510,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Sta XL ,Delta AR Zip Neck Womens Stargazer Lily XL  ,806955577624,Stargazer Lily,,XL  ,,FEMALE,,7334,Stargazer Lily,XL  ,806955577624,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5DBF024B-8541-47CD-85A3-F3ABB7DFC634,,57510,,,7334,,,
Outerwear,Zip Neck,41-7334,Delta AR Z NCK W Sta XS ,Delta AR Zip Neck Womens Stargazer Lily XS  ,806955577631,Stargazer Lily,,XS  ,,FEMALE,,7334,Stargazer Lily,XS  ,806955577631,,125,,,,62.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C447578E-279D-47D0-A8C6-207571711480,,57510,,,7334,,,
Outerwear,Zip Neck,,Delta AR Zip Neck Mens,,41-7333,color,,size,,genre,,,,,UPCA,,125,,,,62.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,22503525-0536-4B1E-A264-BCB44C501366,,23772,,,,7333,,,41
Outerwear,Zip Neck,,Delta AR Zip Neck Womens,,41-7334,color,,size,,genre,,,,,UPCA,,125,,,,62.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,0912B839-5F67-45AE-B2E9-6EE7BF61F44D,,23773,,,,7334,,,41
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Bla L ,Rho LTW Zip Neck Mens Black L  ,806955222395,Black,,L  ,,MALE,,3809,Black,L  ,806955222395,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,24674787-8700-42E2-A64C-09C21750A892,,49537,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Bla M ,Rho LTW Zip Neck Mens Black M  ,806955222401,Black,,M  ,,MALE,,3809,Black,M  ,806955222401,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,D5A2C76C-D0ED-4DF4-ADDB-1D9BDDE2DCA1,,49537,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Bla S ,Rho LTW Zip Neck Mens Black S  ,806955222418,Black,,S  ,,MALE,,3809,Black,S  ,806955222418,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,12DCA013-65BF-4366-B7C8-E3BDA3F7E654,,49537,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Bla XL ,Rho LTW Zip Neck Mens Black XL  ,806955222425,Black,,XL  ,,MALE,,3809,Black,XL  ,806955222425,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,344F7E28-6664-4B28-99EA-B6540469FDA6,,49537,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Bla XXL ,Rho LTW Zip Neck Mens Black XXL  ,806955232660,Black,,XXL  ,,MALE,,3809,Black,XXL  ,806955232660,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F28C6C16-AA45-43BE-913E-83D5799B5FD2,,49537,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Sum L ,Rho LTW Zip Neck Mens Summit Sky L  ,806955562200,Summit Sky,,L  ,,MALE,,3809,Summit Sky,L  ,806955562200,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,8795F0C1-B217-4C2E-B961-281F75AE5F1A,,57840,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Sum M ,Rho LTW Zip Neck Mens Summit Sky M  ,806955562217,Summit Sky,,M  ,,MALE,,3809,Summit Sky,M  ,806955562217,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,FE1637E2-9A07-4635-833D-DDCC0BAFDC4A,,57840,,,3809,,,
Outerwear,Zip Neck,41-3809,Rho LTW Z NCK M Sum S ,Rho LTW Zip Neck Mens Summit Sky S  ,806955562224,Summit Sky,,S  ,,MALE,,3809,Summit Sky,S  ,806955562224,,129,,,,64.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,1EF9E1CB-7D03-4955-AA61-EA3652CF4C4E,,57840,,,3809,,,
